record type,booking id,service type,block number,route,logon block id,start time,end time,start place,end place,garage,block name,preferred bus series 1
10,57,0,1,101,1,14220,90480,SN16,SN16,SN16,1,Bus
10,57,0,2,101,2,14520,96660,SN16,SN16,SN16,2,Bus
10,57,0,3,101,3,17940,92520,SN16,SN16,SN16,3,Bus
10,57,0,4,101,4,19680,95160,SN16,SN16,SN16,4,Bus
10,57,0,5,101,5,19740,93480,SN16,SN16,SN16,5,Bus
10,57,0,6,101,6,21360,95940,SN16,SN16,SN16,6,Bus
10,57,0,7,101,7,23160,79920,SN16,SN16,SN16,7,Bus
10,57,0,8,101,8,35220,85020,SN16,SN16,SN16,8,Bus
10,57,0,9,102,9,15300,22920,SN16,SN16,SN16,9,Bus
10,57,0,10,102,10,14700,70740,SN16,SN16,SN16,10,Bus
10,57,0,11,102,11,17520,68940,SN16,SN16,SN16,11,Bus
10,57,0,12,102,12,21360,70680,SN16,SN16,SN16,12,Bus
10,57,0,13,102,13,23400,94140,SN16,SN16,SN16,13,Bus
10,57,0,14,102,14,36540,80580,SN16,SN16,SN16,14,Bus
10,57,0,15,102,15,78120,92760,SN16,SN16,SN16,15,Bus
10,57,0,16,103,16,1680,35460,SN19,SN19,SN19,16,Bus
10,57,0,17,103,17,5280,41520,SN19,SN19,SN19,17,Bus
10,57,0,18,103,18,13080,38520,SN19,SN19,SN19,18,Bus
10,57,0,19,103,19,16440,32160,SN19,SN19,SN19,19,Bus
10,57,0,20,103,20,17880,70860,SN19,SN19,SN19,20,Bus
10,57,0,21,103,21,20940,72540,SN19,SN19,SN19,21,Bus
10,57,0,22,103,22,27060,68220,SN19,SN19,SN19,22,Bus
10,57,0,23,103,23,34320,85920,SN19,SN19,SN19,23,Bus
10,57,0,24,103,24,70260,88680,SN19,SN19,SN19,24,Bus
10,57,0,25,103,25,73860,91320,SN19,SN19,SN19,25,Bus
10,57,0,26,103,26,82740,87780,SN19,SN19,SN19,26,Bus
10,57,0,27,103,27,37260,72360,SN19,SN19,SN19,27,Bus
10,57,0,28,103,28,43200,73860,SN19,SN19,SN19,28,Bus
10,57,0,29,103,29,40200,85320,SN19,SN19,SN19,29,Bus
10,57,0,30,103,30,31860,84420,SN19,SN19,SN19,30,Bus
10,57,0,31,103,31,71160,80880,SN19,SN19,SN19,31,Bus
10,57,0,32,103,32,86340,91260,SN19,SN19,SN19,32,Bus
10,57,0,33,104,33,14760,95640,SN19,SN19,SN19,33,Bus
10,57,0,34,104,34,18000,82560,SN19,SN19,SN19,34,Bus
10,57,0,35,104,35,21600,77820,SN19,SN19,SN19,35,Bus
10,57,0,36,105,36,11340,91500,SN16,SN16,SN16,36,Bus
10,57,0,37,105,37,18360,85140,SN16,SN16,SN16,37,Bus
10,57,0,38,106,38,15000,83100,SN16,SN16,SN16,38,Bus
10,57,0,39,106,39,15600,84420,SN16,SN16,SN16,39,Bus
10,57,0,40,106,40,18300,93300,SN16,SN16,SN16,40,Bus
10,57,0,41,106,41,13620,88620,SN16,SN16,SN16,41,Bus
10,57,0,42,106,42,21840,84780,SN16,SN16,SN16,42,Bus
10,57,0,43,106,43,18300,87240,SN16,SN16,SN16,43,Bus
10,57,0,44,108,44,15060,98220,SN19,SN19,SN19,44,Bus
10,57,0,45,108,45,15300,69780,SN19,SN19,SN19,45,Bus
10,57,0,46,108,46,21900,92280,SN19,SN19,SN19,46,Bus
10,57,0,47,109,47,7020,84720,SN19,SN19,SN19,47,Bus
10,57,0,48,109,48,8820,70800,SN19,SN19,SN19,48,Bus
10,57,0,49,109,49,10620,81420,SN19,SN19,SN19,49,Bus
10,57,0,50,109,50,12420,73320,SN19,SN19,SN19,50,Bus
10,57,0,51,109,51,14220,84240,SN19,SN19,SN19,51,Bus
10,57,0,52,109,52,16020,87840,SN19,SN19,SN19,52,Bus
10,57,0,53,109,53,16500,94740,SN19,SN19,SN19,53,Bus
10,57,0,54,109,54,17640,92100,SN19,SN19,SN19,54,Bus
10,57,0,55,109,55,21120,83640,SN19,SN19,SN19,55,Bus
10,57,0,56,109,56,22380,85440,SN19,SN19,SN19,56,Bus
10,57,0,57,109,57,30300,71640,SN19,SN19,SN19,57,Bus
10,57,0,58,110,58,4380,89880,SN16,SN16,SN16,58,Bus
10,57,0,59,110,59,7980,88200,SN16,SN16,SN16,59,Bus
10,57,0,60,110,60,14220,90360,SN16,SN16,SN16,60,Bus
10,57,0,61,110,61,14160,65400,SN16,SN16,SN16,61,Bus
10,57,0,62,110,62,17460,93180,SN16,SN16,SN16,62,Bus
10,57,0,63,110,63,20640,86820,SN16,SN16,SN16,63,Bus
10,57,0,64,110,64,16260,69360,SN16,SN16,SN16,64,Bus
10,57,0,65,110,65,28020,85320,SN16,SN16,SN16,65,Bus
10,57,0,66,110,66,36720,68040,SN16,SN16,SN16,66,Bus
10,57,0,67,110,67,43200,96240,SN16,SN16,SN16,67,Bus
10,57,0,68,111,68,16020,72240,SN16,SN16,SN16,68,Bus
10,57,0,69,111,69,14520,93300,SN16,SN16,SN16,69,Bus
10,57,0,70,111,70,19320,72420,SN16,SN16,SN16,70,Bus
10,57,0,71,111,71,27360,91080,SN16,SN16,SN16,71,Bus
10,57,0,72,111,72,36180,69120,SN16,SN16,SN16,72,Bus
10,57,0,73,113,73,8220,88140,SN16,SN16,SN16,73,Bus
10,57,0,74,113,74,10020,84000,SN16,SN16,SN16,74,Bus
10,57,0,75,113,75,11820,86880,SN16,SN16,SN16,75,Bus
10,57,0,76,113,76,15120,89640,SN16,SN16,SN16,76,Bus
10,57,0,77,113,77,18420,70800,SN16,SN16,SN16,77,Bus
10,57,0,78,113,78,21180,71880,SN16,SN16,SN16,78,Bus
10,57,0,79,113,79,26160,96360,SN16,SN16,SN16,79,Bus
10,57,0,80,113,80,15420,92820,SN16,SN16,SN16,80,Bus
10,57,0,81,115,81,9120,96540,SN16,SN16,SN16,81,Bus
10,57,0,82,115,82,12720,69660,SN16,SN16,SN16,82,Bus
10,57,0,83,115,83,14460,70560,SN16,SN16,SN16,83,Bus
10,57,0,84,115,84,19140,86700,SN16,SN16,SN16,84,Bus
10,57,0,85,115,85,25680,79740,SN16,SN16,SN16,85,Bus
10,57,0,86,115,86,29280,83040,SN16,SN16,SN16,86,Bus
10,57,0,87,115,87,34980,68280,SN16,SN16,SN16,87,Bus
10,57,0,88,117,88,15900,89760,SN19,SN19,SN19,88,Bus
10,57,0,89,117,89,19080,83160,SN19,SN19,SN19,89,Bus
10,57,0,90,117,90,33540,72780,SN19,SN19,SN19,90,Bus
10,57,0,91,119,91,14460,92820,SN19,SN19,SN19,91,Bus
10,57,0,92,119,92,16860,75660,SN19,SN19,SN19,92,Bus
10,57,0,93,119,93,16440,82260,SN19,SN19,SN19,93,Bus
10,57,0,94,119,94,18360,70440,SN19,SN19,SN19,94,Bus
10,57,0,95,119,95,20400,67320,SN19,SN19,SN19,95,Bus
10,57,0,96,119,96,21900,73920,SN19,SN19,SN19,96,Bus
10,57,0,97,119,97,25080,72480,SN19,SN19,SN19,97,Bus
10,57,0,98,119,98,37620,79080,SN19,SN19,SN19,98,Bus
10,57,0,99,119,99,76500,85920,SN19,SN19,SN19,99,Bus
10,57,0,100,120,100,13680,94020,SN16,SN16,SN16,100,Bus
10,57,0,101,120,101,14640,93120,SN16,SN16,SN16,101,Bus
10,57,0,102,120,102,22980,69960,SN16,SN16,SN16,102,Bus
